,internship_id,title,skills,location,work_type,company,clean_description
1517487,690042716894349,Brand Manager,Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,Vientiane,Intern,Computacenter,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.
334398,137789657992067,Brand Manager,Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,New Delhi,Intern,Tesla,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.
412776,964644584944638,Brand Manager,Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,Jerusalem,Intern,Community Health Systems,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.
148951,2996263640504297,Brand Manager,"Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Ljubljana,Intern,Duke Energy,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.
588369,3074666676874760,Brand Manager,Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,Tashkent,Intern,HeidelbergCement AG,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.
1238133,461544986168888,Brand Manager,Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,Ṣo Tom̩,Intern,Alibaba Health Information Technology,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.
261895,1571385842084433,Brand Manager,"Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Algiers,Intern,Suning.com,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.
904599,1560637764845108,Brand Manager,"Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Cockburn Town,Intern,Bed Bath & Beyond,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.
492571,2236398643582437,Brand Manager,"Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Hagatna,Intern,Mindtree Limited,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.
1500379,1722243540221269,Business Analyst,Healthcare industry knowledge Health data analysis HIPAA regulations EMR systems,Phnom Penh,Intern,Avis Budget Group,"Healthcare Business Analysts work in the healthcare industry, analyzing data and processes to improve healthcare delivery. They collaborate with healthcare professionals and IT teams to optimize systems and workflows."
279425,724772869932476,Business Analyst,Business process analysis Requirement gathering Data analysis Communication skills,San Marino,Intern,WEC Energy Group,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals."
